timestamp_s,side,hip_angle,hip_angle_smooth,knee_angle,back_angle,knee_angle_smooth,back_angle_smooth,elbow_angle,elbow_angle_smooth,body_angle,body_angle_smooth,hip_lift,hip_lift_smooth,hip_angle_display,knee_angle_display,back_angle_display,elbow_angle_display,body_angle_display,tracking_score,tracking_ok,tracking_display,exercise,exercise_confidence,exercise_locked,strap_confidence,stage,rep_count,warnings,pose_detected,frame_index
1.6,right,151.3984446134088,155.3350229829618,169.08317306535133,172.9460621868572,170.41489852881733,167.94044213976295,177.0906742144105,177.25517865467833,156.9155429626038,160.19922342523563,-0.9463054787737815,-0.9597726344444911,155.3 deg,170.4 deg,167.9 deg,177.3 deg,160.2 deg,0.99,True,ok,rdl,0.7,True,0.0,down,0,,True,48
1.6333,right,150.43034400922792,154.06463786474083,168.6064423718778,172.40924406809768,169.88339268220435,169.03516200446956,177.51501406778817,177.34188518641682,156.18088164289514,159.19537285327993,-0.9435163270024044,-0.9559827849145119,154.1 deg,169.9 deg,169.0 deg,177.3 deg,159.2 deg,0.989,True,ok,rdl,0.7,True,0.0,down,0,,True,49
1.6667,right,148.91870368238276,152.7049065189408,168.1450058580485,174.32542465253334,169.37024872948706,170.51723210209664,177.29151716934354,177.37130692199102,154.9084517783057,158.0934330554699,-0.9373655744309158,-0.9515013605871554,152.7 deg,169.4 deg,170.5 deg,177.4 deg,158.1 deg,0.988,True,ok,rdl,0.7,True,0.0,down,0,,True,50
1.7,right,147.3692586779471,151.4178342224283,167.47780338733762,175.64814301617102,168.91842899092563,171.94957119043366,177.15269893680693,177.26991140315386,153.69352247935663,157.03215250100894,-0.9306493530241207,-0.946694393642838,151.4 deg,168.9 deg,171.9 deg,177.3 deg,157.0 deg,0.988,True,ok,rdl,0.7,True,0.0,down,0,,True,51
1.7333,right,145.6059764029669,150.03685598658373,166.69913671172873,175.4699168401293,168.41199478942235,173.10801987459553,177.11622008584615,177.2656712973866,152.3540319446989,155.90570624672154,-0.9237416483243033,-0.9413834339574612,150.0 deg,168.4 deg,173.1 deg,177.3 deg,155.9 deg,0.987,True,ok,rdl,0.7,True,0.0,down,0,,True,52
1.7667,right,143.53078958361814,148.52582284476554,165.49189913925184,175.5022882683253,167.81598503136885,173.91527558467618,177.7132115483459,177.34036616562705,150.8834860498367,154.692285013652,-0.9152849214943853,-0.9354206014597566,148.5 deg,167.8 deg,173.9 deg,177.3 deg,154.7 deg,0.986,True,ok,rdl,1.0,True,0.0,down,0,,True,53
1.8,right,138.96597491145167,146.60278455442904,162.8085549105125,176.2903873843752,166.90171649201548,174.6559237737841,177.7150096103517,177.370620804699,147.85810710829634,153.25628913799906,-0.897704629641609,-0.9277954189559315,146.6 deg,166.9 deg,174.7 deg,177.4 deg,153.3 deg,0.985,True,ok,rdl,1.0,True,0.0,down,0,,True,54
1.8333,right,138.48157856655925,144.7575179763077,162.5159375594686,176.08618406694094,165.96353999117508,175.1045126137961,177.61977398062095,177.44620648558617,147.485196881183,151.90909684065318,-0.8954799199121415,-0.9205346248328399,144.8 deg,166.0 deg,175.1 deg,177.4 deg,151.9 deg,0.984,True,ok,rdl,1.0,True,0.0,down,0,,True,55
1.8667,right,136.80749814991043,142.8113971392623,161.98924336521657,175.45050098449636,165.01822584736632,175.53897788756734,176.77547770796724,177.34055843418318,146.0763209831332,150.4655881749729,-0.8875003028809078,-0.9125323356726261,142.8 deg,165.0 deg,175.5 deg,177.3 deg,150.5 deg,0.982,True,ok,rdl,1.0,True,0.0,down,0,,True,56
1.9,right,135.48434796895168,140.892203465915,161.79051923307708,174.7808682089139,164.11044204379897,175.60404125276457,175.84847578524912,177.13440966502685,144.85432623458098,149.0292845258694,-0.879132171433271,-0.9042132781015342,140.9 deg,164.1 deg,175.6 deg,177.1 deg,149.0 deg,0.98,True,ok,rdl,1.0,True,0.0,down,0,,True,57
1.9333,right,132.9202220369049,138.82805537433757,160.89143318384387,175.69392928015304,163.16953201472847,175.61058214761914,175.8861493387948,176.953474008168,142.74270808393607,147.46488246938074,-0.8660748310602744,-0.8949883463924132,138.8 deg,163.2 deg,175.6 deg,177.0 deg,147.5 deg,0.979,True,ok,rdl,1.0,True,0.0,down,0,,True,58
1.9667,right,133.3899865351731,137.08291396465273,162.06110886397525,176.03473677515606,162.50695660790652,175.69127070976583,175.41652841683307,176.71066091259468,142.62819185181246,146.07547674182553,-0.8641024232628667,-0.8864684570979221,137.1 deg,162.5 deg,175.7 deg,176.7 deg,146.1 deg,0.978,True,ok,rdl,1.0,True,0.0,down,0,,True,59
2.0,right,132.41527333841276,135.49498307248055,161.82503049591907,175.68842929202592,161.98311823028757,175.71786228458018,175.16195238443402,176.3461953177501,141.802176748768,144.77814684167288,-0.8577043442424075,-0.8782426603476396,135.5 deg,162.0 deg,175.7 deg,176.3 deg,144.8 deg,0.978,True,ok,rdl,1.0,True,0.0,down,0,,True,60
2.0333,right,132.3775152722703,134.5537745525975,162.510925426884,175.8968266296558,161.94059973262634,175.66163931962026,175.35556404788167,176.0091316659687,141.425073391463,143.85914202498242,-0.854316547742612,-0.8720443629334972,134.6 deg,161.9 deg,175.7 deg,176.0 deg,143.9 deg,0.977,True,ok,rdl,1.0,True,0.0,down,0,,True,61
2.0667,right,132.16725264363964,133.6517279921804,163.25620387504748,175.34671544312326,162.0463520634233,175.5560009447892,175.40833041566984,175.69321115668996,140.8239535155545,142.90753582989262,-0.8493291303653472,-0.8654513929982409,133.7 deg,162.0 deg,175.6 deg,175.7 deg,142.9 deg,0.976,True,ok,rdl,1.0,True,0.0,down,0,,True,62
2.1,right,131.3433379270475,132.87113367462854,163.493570642156,175.4699168401293,162.26125596012895,175.55877463845107,175.2102572127249,175.4696082287982,139.92227021936753,142.02838572078323,-0.8413946387660971,-0.8588648695532679,132.9 deg,162.3 deg,175.6 deg,175.5 deg,142.0 deg,0.976,True,ok,rdl,1.0,True,0.0,down,0,,True,63
2.1333,right,130.58712112777692,132.17152984017503,163.10924591463095,173.24541065301142,162.44964548606524,175.33942355903642,174.28114591437102,175.24570396152993,139.31775945526783,141.23744760945277,-0.8349363025616134,-0.8525511740001741,132.2 deg,162.4 deg,175.3 deg,175.2 deg,141.2 deg,0.975,True,ok,rdl,1.0,True,0.0,down,0,,True,64
2.1667,right,129.61597135801964,131.69949402890572,162.9405010211117,173.1036293023079,162.74236946281778,174.9693807050585,173.7321478625205,174.9379894649193,138.41343688852749,140.61898029582298,-0.8264831282831566,-0.8468952164605857,131.7 deg,162.7 deg,175.0 deg,174.9 deg,140.6 deg,0.975,True,ok,rdl,1.0,True,0.0,down,0,,True,65
